Name	Location
BLOC1S2	10q24.31
SNAP23	15q15.1-q15.2
LOC400654	18q22.1
IL17RD	3p14.3
LOC643339	12q22
CFB	6p21.33
NPAP1	15q11.2
RSBN1L	7q11.23
DSCR9	21q22.13
GPATCH8	17q21.31
ACAP2	3q29
MIR3622A	8p21.1
GCGR	17q25.3
FAM155B	Xq13.1
CDA	1p36.12
YIPF2	19p13.2
APOLD1	12p13.1
TRIM38	6p22.2
MAML2	11q21
MTCH2	11p11.2
PARG	10q11.23
GTF2IRD1P1	7q11.21
DNM1L	12p11.21
MIR143HG	5q32
HNRNPH2	Xq22.1
TCAP	17q12
LOC100506241	22q12.3
MFSD2B	2p23.3
CTTNBP2NL	1p13.2
ANXA8L2	10q11.22
SLC52A3	20p13
OR9A2	7q34
FOSB	19q13.32
LOC100129722	9q34.3
NPAS4	11q13.2
PHF10	6q27
GPRC5C	17q25.1
DKFZp434L192	7p11.2
RIT2	18q12.3
MIR4758	20q13.33
SLC35E4	22q12.2
VAMP2	17p13.1
KRT16P3	17p11.2
KRT77	12q13.13
CA12	15q22.2
HLA-DRA	6p21.32
GPR101	Xq26.3
COLQ	3p25.1
PHACTR2	6q24.2
CNTNAP5	2q14.3
APOBEC4	1q25.3
LINC00578	3q26.32
LINC00457	13q13.2
ODZ4	11q14.1
TBC1D10B	16p11.2
CA1	8q21.2
MIR365B	17q11.2
SIGLEC16	19q13.33
ZNF311	6p22.1
SLC9A8	20q13.13
MIR3182	16q23.3
NR1H4	12q23.1
MIR3134	3p25.1
CLCN4	Xp22.2
FOXD2-AS1	1p33
APOBEC3C	22q13.1
FAM209B	20q13.31
MFSD10	4p16.3
SMG9	19q13.31
BHMT2	5q14.1
SCARA3	8p21.1
SEPSECS	4p15.2
MTHFSD	16q24.1
MAP3K4	6q26
ADRM1	20q13.33
SNORD86	20p13
PPFIA2	12q21.31
TMEM198B	12q13.2
TAMM41	3p25.2
TGS1	8q12.1
BPIFB4	20q11.21
RNPEPL1	2q37.3
C12orf69	12p12.3
CSF2RB	22q12.3
CNOT7	8p22
ANXA6	5q33.1
BAG1	9p13.3
ADAMTS17	15q26.3
KRTAP1-1	17q21.2
COX6C	8q22.2
TMEM115	3p21.31
C11orf71	11q23.2
MSI2	17q22
TRPM5	11p15.5
LOC282980	10p15.3
MIR4636	5p15.31
C11orf92	11q23.1
MIR3198-1	22q11.21
MIR135A2	12q23.1
PLCG2	16q23.3
CYP2F1	19q13.2
KIAA0226L	13q14.13
KIAA1033	12q23.3
USF1	1q23.3
FAM50B	6p25.2
SNORA16A	1p35.3
ZKSCAN4	6p22.1
KBTBD8	3p14.1
SETD4	21q22.12
EPB41L5	2q14.2
ELOVL1	1p34.2
RPL23AP32	2p16.2
FAM86C2P	11q13.2
FDXACB1	11q23.1
LOC221122	11p11.2
CCDC64B	16p13.3
ISL2	15q24.3
CLVS1	8q12.2-q12.3
LMNB2	19p13.3
LINC00472	6q13
COX14	12q13.12
CRABP1	15q25.1
GUSBP4	6p11.2
CYCSP52	1q23.1
NEGR1	1p31.1
THYN1	11q25
TUBB4A	19p13.3
EPHA6	3q11.2
MIR1180	17p11.2
OR6Y1	1q23.1
APOA2	1q23.3
OR6C3	12q13.2
THOC6	16p13.3
OR52E4	11p15.4
RPL28	19q13.42
ZSCAN29	15q15.3
ST3GAL5	2p11.2
ADAM5	8p11.22
MLLT11	1q21.3
MRPS31	13q14.11
USPL1	13q12.3
LOC401242	6p22.1
SIGLEC1	20p13
SMNDC1	10q25.2
DEPDC7	11p13
ZNF33A	10p11.1
MAX	14q23.3
PGM5-AS1	9q21.11
ZNF271	18q12.2
RCAN2	6p12.3
DRD4	11p15.5
LOC150185	22q11.21
LRRD1	7q21.2
MIR194-1	1q41
NUAK1	12q23.3
PTPRA	20p13
PNMA5	Xq28
PAN2	12q13.3
DMAP1	1p34.1
SIRT4	12q24.23-q24.31
LINC00254	16p13.3
ATP11C	Xq27.1
CASC3	17q21.1
JOSD2	19q13.33
HACL1	3p25.1
ENPP7	17q25.3
TCEB3	1p36.11
DNMT1	19p13.2
MAPK10	4q21.3
KTN1-AS1	14q22.3
AHCYL1	1p13.3
GLCE	15q23
SYT2	1q32.1
WDR88	19q13.11
XCL1	1q24.2
CCDC37	3q21.3
HSPD1	2q33.1
LRRC37A4P	17q21.31
LINC00520	14q22.3
CDC25C	5q31.2
KLRD1	12p13.2
PHOX2B	4p13
WDR52-AS1	3q13.2
SNORD115-45	15q11.2
SPIN1	9q22.1
CYP4F30P	2q21.1
SYT15	10q11.22
ARID3C	9p13.3
PLCB3	11q13.1
RHOBTB2	8p21.3
EPHX1	1q42.12
RANBP3	19p13.3
LOC100652999	12q13.13
KIAA1656	22q12.2
MAGED1	Xp11.22
ING4	12p13.31
GNRH2	20p13
FES	15q26.1
ERVV-2	19q13.41
PIP4K2B	17q12
AKR1B15	7q33
RBP1	3q23
THOC1	18p11.32
CWC27	5q12.3
RAB35	12q24.23
MIR654	14q32.31
OR10T2	1q23.1
TPK1	7q35
LHFPL4	3p25.3
BIRC6	2p22.3
GBGT1	9q34.2
BEST1	11q12.3
ASAP1	8q24.21-q24.22
ZDHHC2	8p22
FHOD3	18q12.2
CBY3	5q35.3
SOX3	Xq27.1
KLHL9	9p21.3
C17orf49	17p13.1
BTG1	12q21.33
IGBP1	Xq13.1
MIR4268	2q35
KCNJ9	1q23.2
LOC641515	1q32.1
CSPP1	8q13.1-q13.2
PIAS1	15q23
MYO3B	2q31.1
ST6GAL1	3q27.3
ODAM	4q13.3
GALNT10	5q33.2
ZNF821	16q22.2
FAM153A	5q35.3
FAM214A	15q21.2-q21.3
LOC653075	15q13.2
PGAP3	17q12
NAT2	8p22
SFTPA1	10q22.3
STRN	2p22.2
KRT28	17q21.2
VCAM1	1p21.2
SEC16A	9q34.3
ARMC9	2q37.1
ELMO2	20q13.12
SLC2A1	1p34.2
SAMD12	8q24.11-q24.12
C9orf169	9q34.3
C2orf16	2p23.3
LRRC46	17q21.32
EIF3IP1	7q31.1
PFDN4	20q13.2
DYNLL1	12q24.31
LOC389641	8p21.3
IL27	16p12.1-p11.2
IDUA	4p16.3
WNT1	12q13.12
WDR5B	3q21.1
ZNF664	12q24.31
WARS2	1p12
LOC100132526	3p25.1
LOC100130480	18p11.31
CLDND2	19q13.41
BTN3A3	6p22.2
SENP3-EIF4A1	17p13.1
NDFIP2	13q31.1
HLA-G	6p22.1
FAM181A-AS1	14q32.12
C20orf72	20p11.23
FAM110A	20p13
EPHA4	2q36.1
FXR1	3q26.33
KIAA1432	9p24.1
SAMD13	1p31.1
CCDC77	12p13.33
CASP10	2q33.1
NPC2	14q24.3
LOC728342	5q23.1
WWC2-AS2	4q35.1
ELANE	19p13.3
DTNA	
KIF3B	20q11.21
6-Mar	
MIR3914-1	7q11.22
CACNA1C-IT3	12p13.33
FHL3	1p34.3
HCAR3	12q24.31
MIR4476	9p13.2
IMPDH2	3p21.31
SCG2	2q36.1
TUBB3	16q24.3
FRS2	12q15
OR2B2	6p22.1
POLR2J4	7p13
NXPH2	2q22.1
C16orf5	16p13.3
C1orf227	1q32.3
P4HTM	3p21.31; 3p21.3
ZBTB39	12q13.3
RBM18	9q33.2
PPIB	15q22.31
ZNF367	9q22.32; 9q22.32
FIS1	7q22.1
TMEM208	16q22.1
MPST	22q12.3
SNORA61	1p35.3
LUC7L3	17q21.33
SNORD62B	9q34.13
C1orf198	1q42.2
MAGIX	Xp11.23
MIR5681A	8q21.11
ZHX2	8q24.13
DHFR	5q14.1
HIST1H2BG	6p22.2
WDR49	3q26.1
PRB4	12p13.2
HAS2-AS1	8q24.13
SLAMF6	1q23.2-q23.3
ROR1	1p31.3
LOC284294	18q22.1
RAB33A	Xq26.1
SNORD114-20	14q32.31
CCDC141	2q31.2
NUTF2	16q22.1
APOOL	Xq21.1
MIR4519	16p11.2
MAP3K14-AS1	17q21.31
MTTP	4q23
TCP11L2	12q23.3
FAM99A	11p15.5
MIR5688	3p12.1
MIR2467	2q37.3
CELF5	19p13.3
LINC00184	1q42.3
C22orf31	22q12.1
HERC6	4q22.1
MTHFD1	14q23.3
CD151	11p15.5
SWSAP1	19p13.2
MARK2P9	10q23.33
POLR2C	16q21
RAD1	5p13.2
SNORA57	11q12.3
ELK4	1q32.1
LOC253039	9q33.2
SNORA70B	2p15
C2CD4C	19p13.3
FNBP4	11p11.2
MRPL1	4q21.1
LGALS14	19q13.2
MTFP1	22q12.2
MIR4279	5p13.3
UBE2M	19q13.43
NME4	16p13.3
ZNF513	2p23.3
IDI1	10p15.3
FIBP	11q13.1
KLHL14	18q12.1
ENTPD4	8p21.3
FEZ1	11q24.2
ZRANB2-AS2	1p31.1
GLMN	1p22.1
ANKRD53	2p13.3
PPP1R11	6p22.1
PPP1R42	8q13.1
ATP6V0A1	17q21.2
SAMD14	17q21.33
ADCK2	7q34
FBXL8	16q22.1
F13A1	6p25.1
TEX9	15q21.3
NME1-NME2	17q21.33
MIR2681	13q33.1
LINC00152	2p11.2
ACP2	11p11.2; 11p12-p11
CLDN10	13q32.1
PPP1R8	1p35.3
SMTNL2	17p13.2
A1BG	19q13.43
RHPN1	8q24.3
ARL3	10q24.32
LOC100505738	5p15.31
INGX	Xq13.1
CFHR2	1q31.3
MIR7-3HG	19p13.3
CHMP1B	18p11.21
CPT2	1p32.3
SNORD75	1q25.1
TAF1A	1q41
FBXO22	15q24.2
LOC285548	
ZNF227	19q13.31
MPG	16p13.3
EIF5A	17p13.1
ZEB2-AS1	2q22.3
MIR26B	2q35
DCP1A	3p21.1
IPO13	1p34.1
CCR3	3p21.31
AHI1	6q23.3
LILRA2	19q13.42
SLC7A9	19q13.11
C16orf13	16p13.3
CHUK	10q24.31
MIR664	1q41
BAGE	21p11.1
ABCA11P	4p16.3
C20orf152	20q11.23
GNAZ	22q11.22-q11.23
PUF60	8q24.3
BDKRB2	14q32.2
MYL1	2q34
MIR146A	5q33.3
GATM	15q21.1
SIN3A	15q24.2
TBC1D9	4q31.21
IKBKAP	9q31.3
LOC100130705	7q32.1
PITPNA-AS1	17p13.3
C1QTNF9	13q12.12
DCDC1	11p14.1-p13
LOC100130264	20p11.23
KIR2DL1	19q13.42
C5orf64	5q12.1
SNORD58B	18q21.1
SCUBE2	11p15.4
DCSTAMP	8q22.3
ST6GAL2	2q12.3
MIR4752	19q13.42
DNALI1	1p34.3
EPG5	18q12.3-q21.1
LOC285627	5q33.3
MSL1	17q21.1
PCDHGA3	5q31.3
RSPH9	6p21.1
FOXRED1	11q24.2
PPP1R3A	7q31.1
RHCG	15q26.1
LARP4	12q13.12
PDDC1	11p15.5
EFNB1	Xq13.1
SELPLG	12q24.11
PACRG-AS1	6q26
DOK6	18q22.2
CLDN14	21q22.13
RWDD4	4q35.1
GPC5	13q31.3
LOC440944	3p25.3
TRIM34	11p15.4
RNF121	11q13.4
SLC35E2	1p36.33
RABIF	1q32.1
NLGN1	3q26.31
CEP85	1p36.11
GNPTG	16p13.3
RICTOR	5p13.1
CKMT1A	15q15.3
OR2L13	1q44
MYH1	17p13.1
IDH3A	15q25.1
KCND3	1p13.2
C19orf43	19p13.13
CKLF	16q21
RAN	12q24.33
TUBD1	17q23.1
C17orf59	17p13.1
PSPN	19p13.3
RASGRP1	15q14
ATPAF1	1p33
JAM2	21q21.3
P2RY4	Xq13.1
MINA	3q11.2
STXBP5-AS1	6q24.3
DNAJC25	9q31.3
SNRNP200	2q11.2
C1orf114	1q24.2
PTGFRN	1p13.1
TLCD2	17p13.3
PCGF5	10q23.32
MPZ	1q23.3
PCCA-AS1	13q32.3
CD101	1p13.1
AGER	6p21.32
FAM49B	8q24.21
PRRC2C	1q24.3
LOC650226	7p11.2
SFXN3	10q24.31
ZNF354A	5q35.3
PDPR	16q22.1
F8	Xq28
TMEM141	9q34.3
SLC5A11	16p12.1
VCL	10q22.2
COL6A3	2q37.3
HIP1	7q11.23
FAM131B	7q34
HOOK2	19p13.13
ACTR2	2p14
SLC1A3	5p13.2
MIR4637	5p15.2
GNG4	1q42.3
RUNX3	1p36.11
MIR670	11p11.2
RP1-177G6	8q11.23-q12.1
ACSM3	16p12.3
NRON	9q33.3; 9
RPSAP52	12q14.3
TMEM176B	7q36.1
ZNF419	19q13.43
SUV420H1	11q13.2
OASL	12q24.31
DNAJC5	20q13.33
FGF9	13q12.11
TRIP4	15q22.31
LOC100128398	19q13.43
CEACAM19	19q13.31
KCNIP2	10q24.32
PTPRCAP	11q13.2
XPO7	8p21.3
CRTC2	1q21.3
RNF146	6q22.33
CD46	1q32.2
MGC27382	1p31.1
USP7	16p13.2
ZC3H12A	1p34.3
LOC150935	2q37.3
HDX	Xq21.1
SLC35G5	8p23.1
ZNF333	19p13.12
NPSR1-AS1	7p14.3
SNAI2	8q11.21
LOC100507203	6q23.1
TMEM145	19q13.2
ITIH6	Xp11.22
CAP1	1p34.2
MIR3606	2q32.2
GRK5	10q26.11
PFN1P2	1p11.2
OSM	22q12.2
SLC27A5	19q13.43
NALCN	13q32.3-q33.1
CAMSAP2	1q32.1
MIR3910-1	9q22.31
FERD3L	7p21.1
RPS19BP1	22q13.1
TDP1	14q32.11
LDLR	19p13.2
CGB1	19q13.33
RNA5SP244	7q32.2
HSPB6	19q13.12
MIR3910-2	9q22.31
BNIP2	15q22.2
FLJ37201	10q23.31
MIR5689	6p24.3
PIP5KL1	9q34.11
ARHGEF10L	1p36.13
CABP1	12q24.31
FAM194A	3q25.1
LCE3D	1q21.3
C19orf54	19q13.2
MIR4710	14q32.33
MIR5197	5q31.3
NFE2L2	2q31.2
CHST9-AS1	18q11.2
SPATA19	11q25
ZBTB17	1p36.13
ACAT1	11q22.3
EGLN2	19q13.2
NAA40	11q13.1
PHOSPHO1	17q21.32
DHCR24	1p32.3
PLEKHN1	1p36.33
RGS17	6q25.2
IGFBP2	2q35
DNAAF3	19q13.42
TAKR	10p15.1
MTMR9	8p23.1
C10orf95	10q24.32
PKDCC	2p21
FBXL3	13q22.3
LOC100128770	16p13.3
CATSPER2P1	15q15.3
SLC6A14	Xq23
ACTG1	17q25.3
UNC5C	4q22.3
SLC46A2	9q32
TMED1	19p13.2
ASB1	2q37.3
EFS	14q11.2
SOX4	6p22.3
MST1P9	1p36.13
MIR3158-1	10q24.32
GAGE2E	Xp11.23
CEP164	11q23.3
MORC2	22q12.2
ATAD3B	1p36.33
CINP	14q32.31
ABCA8	17q24.2
GAPVD1	9q33.3
LINC00551	13q33.3
LINC00433	13q31.2
C17orf85	17p13.2
SNX3	6q21
CAPZA1	1p13.2
SNX6	14q13.1
RHPN1-AS1	8q24.3
ENPP4	6p21.1
CMPK1	1p33
RTDR1	22q11.22-q11.23
MYL12A	18p11.31
DGCR9	22q11.21
SLC38A8	16q23.3
LOC338758	12q21.33
FITM1	14q12
RIMKLB	12p13.31
ICAM1	19p13.2
CMC1	3p24.1
ZNF837	19q13.43
CCDC81	11q14.2
HRK	12q24.22
GRP	18q21.32
SNORD115-24	15q11.2
DAGLA	11q12.2
ANXA5	4q27
SLC25A20	3p21.31
AP4B1-AS1	1p13.2
GPX7	1p32.3
NCAPH2	22q13.33
FAM127B	Xq26.3
KIAA1804	1q42.2
RPS10-NUDT3	6p21.31
MBNL2	13q32.1
OR2D2	11p15.4
GPR12	13q12.13
OR52E8	11p15.4
PDE6H	12p12.3
PPT2	6p21.32
ORC5	7q22.1-q22.2
COL4A2-AS1	13q34
PDK4	7q21.3
PBXIP1	1q21.3
ZAK	
NCOA3	20q13.12
SELRC1	1p32.3
SMAD1	4q31.21
RBM39	20q11.22
ACLY	17q21.2
MIR210	11p15.5
OR52B6	11p15.4
GAS6	13q34
PSKH1	16q22.1
CD207	2p13.3
AKR1CL1	10p15.1
PM20D1	1q32.1
PDIA3	15q15.3
SH3BP5L	1q44
MOBP	3p22.1
LRRN4	20p12.3
SLC15A1	13q32.2-q32.3
WNT9B	17q21.32
WWP2	16q22.1
HIST2H2BA	1p11.2
PTGES2	9q34.11
TMEM189-UBE2V1	20q13.13
EEF1E1-MUTED	6p24.3
STK32B	4p16.2
SLC11A1	2q35
OR5B3	11q12.1
CDC42SE1	1q21.3
RDH16	12q13.3
ZC2HC1A	8q21.13
HIST1H2BF	6p22.2
SNORD113-2	14q32.31
ACAT2	6q25.3
NARG2	15q22.2
MIR29A	7q32.3
TRIM35	8p21.2
KIF4B	5q33.2
SNORA36A	Xq28
KEL	7q34
OR2M2	1q44
MIR3150B	8q22.1
BEX1	Xq22.1; Xq22
PXT1	6p21.31
HIATL1	9q22.32
PPP1R16B	20q11.23
LOC100134868	20p11.1
NCBP2	3q29
TBRG1	11q24.2
PUM2	2p24.1
TMEM8A	16p13.3
TMEM252	9q21.11
LCP2	5q35.1
ABCG5	2p21
ZMYM5	13q12.11
OR4F4	15q26.3
ADPRHL2	1p34.3
SLC11A2	12q13.12
CRISPLD2	16q24.1
MYOZ2	4q26
LOC389332	5q31.1
SNORA9	7p13
LIPE	19q13.2
SLC25A17	22q13.2
LAP3	4p15.32
FOXS1	20q11.21
ZNF502	3p21.31
MIR2964A	9q34.11
LAMP5	20p12.2
MIR572	4p15.33
NOTCH4	6p21.32
C19orf76	19q13.33
TPD52L1	6q22.31
ZNF645	Xp22.11
UGT1A10	2q37.1
TMPO	12q23.1
BRD7P3	6q22.31
SPATA9	5q15
KDM4D	11q21
TSFM	12q14.1
MMS19	10q24.1
HIST1H1C	6p22.2
CDC20B	5q11.2
FBXO27	19q13.2
CDH13	16q23.3
GPR176	15q14-q15.1
ZADH2	18q22.3
MIR802	21q22.12
SLC25A43	Xq24
B4GALT5	20q13.13
TIMD4	5q33.3
RPS7P5	1q43
NMNAT1	1p36.22
NBPF11	1q21.2
HP07349	5q21.3
NCR3	6p21.33
UBL7	15q24.1
SPG20OS	13q13.3
RPAIN	17p13.2
ARSF	Xp22.33
SGOL1-AS1	3p24.3
NDUFA12	12q22
ZNF777	7q36.1
OR10A6	11p15.4
OLFM2	19p13.2
FAM184A	6q22.31
HSPA4	5q31.1
RAB4A	1q42.13
RPRD2	1q21.2
ST3GAL3	1p34.1
ATP8B4	15q21.2
ERCC2	19q13.32
RRAD	16q22.1
LOC100506385	21q22.12
LACE1	6q21
MIR4256	1p13.2
PMS2P1	7q22.1
POM121C	7q11.23
ZNF83	19q13.41
CSNK1A1P1	15q14
CRHR2	7p14.3
LOC285484	4p16.1
RNF213	17q25.3
CCNYL1	2q33.3
FOXN3	14q31.3-q32.11
DLG4	17p13.1
ZNF24	18q12.2
BRMS1	11q13.2
LINC00577	6q16.3
GALNT5	2q24.1
KPNB1	17q21.32
LURAP1	1p34.1
ITGA2	5q11.2
UGCG	9q31.3
SH2D4A	8p21.3
LINC00102	X;Y
RNF39	6p22.1
SCUBE1	22q13.2
FGF17	8p21.3
RASAL3	19p13.12
LOXL1-AS1	15q24.1
YEATS4	12q15
YES1	18p11.32
ACVR1	2q24.1
MIR223	Xq12
MIR4449	4q12
BPIFA3	20q11.21
MDK	11p11.2
MMADHC	2q23.2
LINC00499	4q28.3
FAM20C	7p22.3
MIR4513	15q24.1
IL13RA1	Xq24
KAT6B	10q22.2
SNAI3	16q24.2
MAN1C1	1p36.11
SLC6A19	5p15.33
CDH2	18q12.1
FAM18B2-CDRT4	17p12
LYZL1	10p12.1-p11.23
NPEPPS	17q21.32
TMPRSS9	19p13.3
ST8SIA1	12p12.1
DDX17	22q13.1
LINC00310	21q22.11
ARSG	17q24.2
LRP2BP	4q35.1
SOWAHC	2q13
ACVR1C	2q24.1
TMEM41A	3q27.2
DAG1	3p21.31
LOC254559	15q26.1
PRM1	16p13.13
CGB	19q13.33
SP5	2q31.1
SOGA1	20q11.23
TXNL4A	18q23
LIN54	4q21.22
SEMA7A	15q24.1
LOC100506834	9q21.33
HYOU1	11q23.3
OR2T12	1q44
KANK4	1p31.3
ARHGAP31	3q13.32-q13.33
SNORA18	11q21
PTPRQ	12q21.31
CRLF3	17q11.2
MIR760	1p22.1
H2AFX	11q23.3
RBM6	3p21.31
PDCD1	2q37.3
DHRS7	14q23.1
C4orf27	4q33
EIF5A2	3q26.2
CPEB3	10q23.32
HLA-DMA	6p21.32
KCNH3	12q13.12
BMP10	2p13.3
OR6K3	1q23.1
TMEM165	4q12
PITPNM3	17p13.2-p13.1
NDRG1	8q24.22
CNPPD1	2q35
SAMD4A	14q22.2
CCDC146	7q11.23
ALDOB	9q31.1
CDH11	16q21
CCNI	4q21.1
SBNO2	19p13.3
RBBP5	1q32.1
GPR180	13q32.1
TMEM180	10q24.32
TMEM128	4p16.3
FCHO1	19p13.11
MIR4523	17q11.2
HDGFRP3	15q25.2
ALG2	9q22.33
MAP4K3	2p22.1
LPIN3	20q12
MIR3202-2	Xq28
SLC5A9	1p33
MCTP1	5q15
C15orf62	15q15.1
MEX3B	15q25.2
HAUS4	14q11.2
SCOC	4q31.1
ECEL1	2q37.1
TCEB3B	18q21.1
PDE6D	2q37.1
WHAMMP1	15q13.3
STAT3	17q21.2
FOXO3	6q21
SPDYE3	7q22.1
GPR171	3q25.1
KRT6C	12q13.13
CXCL6	4q13.3
NIN	14q22.1
PLSCR5	3q24
TRIM32	9q33.1
SKP2	5p13.2
CEP19	3q29
PCSK1N	Xp11.23
DBX1	11p15.1
MAPK14	6p21.31
FOXP1	3p13
CALD1	7q33
ZNF670-ZNF695	1q44
POR	7q11.23
CYP3A4	7q22.1
NKIRAS2	17q21.2
ANKRD52	12q13.3
MIRLET7G	3p21.2
PPP2R3C	14q13.2
CLDN8	21q22.11
SRCIN1	17q12
MEPE	4q22.1
IRS2	13q34
SEC61B	9q22.33
RNF187	1q42.13
ST7-OT3	7q31.2
KIAA1147	7q34
MRVI1-AS1	11p15.4
FAM163B	9q34.2
RAD18	3p25.3
PRKG2	4q21.21
SOX15	17p13.1
PRKCI	3q26.2
C12orf49	12q24.22
GAB1	4q31.21
BLZF1	1q24.2
VDAC2	10q22.2
SHISA5	3p21.31
KLF6	10p15.2
MAN2B2	4p16.1
UHRF1BP1L	12q23.1
AP4S1	14q12
VSNL1	2p24.2
PLS1	3q23
MIR548F2	2q34
FCGR1A	1q21.2
MIR3115	1p36.12
MRPL44	2q36.1
DRAM1	12q23.2
CCDC115	2q21.1
SYPL1	7q22.3
ACSBG1	15q25.1
PDZD3	11q23.3
FMN2	1q43
LOC284889	22q11.23
MIR3160-2	11p11.2
ATRIP	3p21.31
CSTA	3q21.1
AARS	16q22.1
SIGLEC6	19q13.41
TRIM64	11q14.3
LRRIQ3	1p31.1
COL4A3BP	5q13.3
RPS6KA2-IT1	6q27
PER3	1p36.23
CXCL1	4q13.3
CXCL10	4q21.1
CCL23	17q12
PIGH	14q24.1
HEATR1	1q43
ADHFE1	8q13.1
PSMB3	17q12
CSH1	17q23.3
STRN4	19q13.32
SAPCD1	6p21.33
SLC25A25	9q34.11
FAM186A	12q13.12
DHX38	16q22.2
HLA-E	6p22.1
OR10A5	11p15.4
RBM25	14q24.2
SFTPA2	10q22.3
CDC6	17q21.2
MIR4529	18q21.2
MIR155	21q21.3
SSB	2q31.1
KLHL28	14q21.2
PCDHGB7	5q31.3
CDX2	13q12.2
SLC10A4	4p11
CYP4F35P	18p11.21
JAK2	9p24.1
PPAPDC3	9q34.13
STX11	6q24.2
ARG1	6q23.2
RIC8A	11p15.5
LOC100652739	6q25.1
ZNF177	19p13.2
GTDC2	3p22.1
PATE3	11q24.2
LOC285419	4q28.1
CLEC3B	3p21.31
ZNF541	19q13.33
CAST	5q15
RAD21-AS1	8q24.11
DEPDC5	22q12.2-q12.3
ANKRD27	19q13.11
NPTN	15q24.1
PPME1	11q13.4
IKBKG	Xq28
LOC729739	15q24.1
RPL6	12q24.13
SSR4	Xq28
HIST1H3D	6p22.2
LOC650623	10q22.3
ZNF292	6q14.3
UBXN2B	8q12.1
SNORD116-22	15q11.2
C8A	1p32.2
C8orf48	8p22
LOC254128	2q14.3
YEATS2	3q27.1
MIR4784	2q21.1
TOP1MT	8q24.3
GZF1	20p11.21
ZNF211	19q13.43
RET	10q11.21
MDH1	2p15
STAU2-AS1	8q21.11
TFAP2E	1p34.3
CP	3q24-q25.1
LOC285326	3p24.2
KRTAP15-1	21q22.11
FBXL17	5q21.3
SDR16C5	8q12.1
C3orf22	3q21.3
FGL1	8p22
MORC1	3q13.13
HAUS1	18q21.1
FZD3	8p21.1
OTOL1	3q26.1
ZNF830	17q12
MIR4645	6p25.2
SH3GLB2	9q34.11
FLJ33630	5q23.3
GINS3	16q21
C14orf23	14q12
ADNP	20q13.13
WAS	Xp11.23
NEURL3	2q11.2
TRIM3	11p15.4
RIN3	14q32.12
CC2D1B	1p32.3
EML4	2p21
YDJC	22q11.21
DEFB124	20q11.21
RPS27A	2p16.1
WNT10B	12q13.12
KHNYN	14q12
EPHA7	6q16.1
TSEN54	17q25.1
HK2	2p12
ADAMTS4	1q23.3
MIR4740	17q25.3
GIMAP4	7q36.1
RNF11	1p32.3
WBP4	13q14.11
ACOT1	14q24.3
MIR4751	19q13.33
SEC11A	15q25.2-q25.3
TOR1AIP2	1q25.2
ANK1	8p11.21
DEFB135	8p23.1
CHMP4B	20q11.22
AGPHD1	15q25.1
TPX2	20q11.21
MIR3680-2	16p11.2
SNORD116-18	15q11.2
MIR10A	17q21.32
BASP1	5p15.1
TBC1D3P1-DHX40P1	17q23.1
SDSL	12q24.13
LOC100132077	9q22.32
PLA2G4A	1q31.1
FAM117A	17q21.33
ARL16	17q25.3
MIR4643	6q15
SFT2D3	2q14.3
TMED7	5q22.3
SPN	16p11.2
LOC100131626	11q23.3
PIGV	1p36.11
MIR512-2	19q13.42
SLN	11q22.3
UFL1	6q16.1
TBC1D20	20p13
DYRK1A	21q22.13
BZW1	2q33.1
SHB	9p13.1
LOC388276	16q12.1
SPATA20	17q21.33
LOC100505696	3p25.1
PADI2	1p36.13
TRIM73	7q11.23
LOC654433	2q14.1
DENND1A	9q33.3
TNK2	3q29
LOC100506714	22q13.31
MIR4703	13q14.3
ARHGEF40	14q11.2
SSTR5-AS1	16p13.3
FAM71E1	19q13.33
MRPS7	17q25.1
SNX19	11q24.3-q25
TMEM225	11q24.1
NKX6-1	4q21.23
GSTA4	6p12.2
MXD4	4p16.3
KAT2A	17q21.2
CCDC7	10p11.22
SCAMP2	15q24.1
AADAC	3q25.1
AHSP	16p11.2
C9orf9	9q34.13
SIGLEC7	19q13.41
MIR3198-2	12q13.13
MT1X	16q13
DLGAP3	1p34.3
KAT8	16p11.2
ZFYVE20	3p25.1
MIR657	17q25.3
SNORA15	7p11.2
MIR3622B	8p21.1
SLCO2A1	3q22.1-q22.2
MIR5586	14q23.1
OR8H2	11q12.1
GPX8	5q11.2
LINC00552	13q34
PDHA2	4q22.3
C3AR1	12p13.31
DUSP18	22q12.2
APCDD1	18p11.22
SLC25A14	Xq26.1
B3GNT7	2q37.1; 2q37.1
EMID2	7q22.1
CYBRD1	2q31.1
MIR4500	13q31.2
HTR1A	5q12.3
SELV	19q13.2
ZNF252P-AS1	8q24.3
FNDC3B	3q26.31
BCL2L2	14q11.2
ARL6IP4	12q24.31
KTI12	1p32.3
JAK1	1p31.3
GGPS1	1q42.3
PRR23C	3q23
CBR3	21q22.12
GAGE6	Xp11.4-p11.2
RMND1	6q25.1
MIR130B	22q11.21
MRPS34	16p13.3
MIR493	14q32.2
C19orf24	19p13.3
RTTN	18q22.2
LIX1	5q15
FUNDC2	Xq28
REST	4q12
YY1AP1	1q22
SNORD115-14	15q11.2
DYNC1I2	2q31.1
SIAH3	13q14.13
SYT4	18q12.3
TYROBP	19q13.12
SDF2L1	22q11.21
EPPK1	8q24.3
DEFB119	20q11.21
CREBL2	12p13.1
RPL15	3p24.2
SNORD114-7	14q32.31
CNOT1	16q21
